text	label
目前，事故原因正在进一步调查中。	[('Time', 0, 2), ('Object', 3, 7), ('MAN', 12, 14)]
2020年5月21日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2023年1月7日12时53分，广西百色平果市一民房四楼卧室发生火灾，共造成3人死亡。	[('Location', 16, 30), ('Participant', 38, 40), ('CAS', 40, 42), ('FIRE', 32, 34), ('Time', 0, 15)]
近日，省政府安办通报事故调查处理情况，包括煤矿业主在内的7名相关人员被移送司法机关追究刑事责任，23名负有责任的公职人员受到党纪、政纪处分或问责处理。	[('Time', 0, 2), ('MAN', 35, 37), ('Participant', 19, 34), ('Participant', 3, 8), ('Object', 62, 74), ('Participant', 48, 60), ('MAN', 8, 10), ('Object', 43, 47), ('MAN', 60, 62), ('MAN', 41, 43), ('Object', 10, 18), ('Participant', 37, 41)]
接到报告后，铜川市委、市政府有关领导第一时间赶赴现场指挥救援，应急、卫生、消防等相关部门已抵达现场开展工作，铜川矿业公司矿山救护大队已入井救援。	[('Participant', 6, 18), ('Participant', 31, 33), ('RES', 67, 71), ('Participant', 34, 36), ('Time', 0, 5), ('Location', 47, 49), ('Object', 51, 53), ('Location', 24, 26), ('RES', 22, 24), ('Participant', 54, 66), ('RES', 49, 51), ('RES', 26, 30), ('Participant', 37, 44), ('RES', 45, 47)]
目前伤者正在全力救治中，事故原因正在调查，善后工作有序展开。	[('Object', 21, 25), ('MAN', 18, 20), ('Participant', 2, 4), ('Object', 12, 16), ('MAN', 27, 29), ('Time', 0, 2), ('RES', 8, 10)]
9月21日上午，兰州市公安局交通警察支队发布警情通报称，2020年9月20日23时40分许，G30连霍高速1708+500米处，发生一起两车追尾事故，导致3人死亡，2人受伤。	[('Location', 46, 63), ('TRA', 70, 72), ('Participant', 8, 20), ('Object', 68, 70), ('Time', 28, 45), ('Object', 22, 26), ('Participant', 82, 84), ('CAS', 84, 86), ('Participant', 77, 79), ('Time', 0, 7), ('CAS', 79, 81), ('MAN', 20, 22)]
公安消防、住建、应急等相关部门第一时间赶赴现场处置扑灭火势并完成搜救工作。	[('Object', 32, 36), ('Object', 27, 29), ('RES', 25, 27), ('Participant', 8, 15), ('Participant', 0, 4), ('RES', 19, 21), ('Participant', 5, 7), ('RES', 30, 32), ('Location', 21, 23)]
事故发生后，县委县政府迅速启动应急预案，全力救治伤员，并成立调查组进行调查处置。	[('MAN', 28, 30), ('Participant', 30, 33), ('Time', 0, 5), ('Object', 15, 19), ('RES', 13, 15), ('Participant', 6, 11)]
2020年9月13日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2018年4月23日上午6时10分许,在重庆成渝环线G93沙坪坝区西永路段发生一起道路交通事故，造成7人死亡，2人受伤。	[('Location', 20, 37), ('CAS', 52, 54), ('TRA', 41, 47), ('Time', 0, 18), ('CAS', 57, 59), ('Participant', 50, 52), ('Participant', 55, 57)]
事故原因正在进一步调查中。	[('MAN', 9, 11), ('Object', 0, 4)]
2021年8月9日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
陕西省委常委、常务副省长梁桂带领省级有关部门负责人已经赶到事故现场指挥救援。	[('Participant', 0, 14), ('Participant', 16, 25), ('Location', 29, 33), ('RES', 33, 37), ('RES', 27, 29)]
2021年10月14日上午7时左右，园区富强新材料有限公司双氧水厂发生一起火灾。	[('Location', 18, 33), ('Time', 0, 17), ('CHEM', 37, 39)]
2019年4月3日晚上9时左右，江苏泰兴市经济开发区内江苏中丹化工技术有限公司发生火灾事故，未造成人员伤亡。	[('CAS', 51, 53), ('CHEM', 41, 45), ('Time', 0, 15), ('Participant', 46, 51), ('Location', 16, 39)]
截至9月28日15时，现场搜救结束。	[('RES', 13, 17), ('Location', 11, 13), ('Time', 2, 10)]
同时，镇江市迅速召开全市安全生产紧急会议，深刻汲取事故教训，开展全市安全生产大起底、大排查、大整治。	[('MAN', 30, 32), ('Participant', 3, 6), ('Object', 32, 49), ('Time', 0, 2), ('MAN', 8, 10), ('Object', 10, 20)]
普宁市公安、消防、应急、住建等部门及属地镇村均第一时间派员赶赴现场处置。	[('Location', 31, 33), ('Participant', 0, 22), ('RES', 27, 31)]
事故造成在司施工的外单位人员4人死亡，起火原因目前仍在调查中。	[('Participant', 9, 16), ('Time', 23, 25), ('Object', 19, 23), ('CAS', 16, 18), ('MAN', 27, 29)]
2023年1月13日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
目前，救援工作正在有序进行。	[('Object', 3, 7), ('RES', 11, 13), ('Time', 0, 2)]
20时许，现场火势基本被控制；	[('RES', 12, 14), ('Time', 0, 4), ('Location', 5, 7), ('Object', 7, 9)]
事发后，都安县党委政府迅速组织相关部门成立事件处置临时指挥部，启动应急预案，并逐级上报，河池市副市长、都安县委书记陈继勇，县长蓝如帅组织应急、卫健、民政、教育、公安、自然资源、住建、武警等部门立即赶赴现场，开展救援处置工作。	[('Participant', 74, 76), ('RES', 13, 15), ('Participant', 4, 11), ('Participant', 61, 66), ('Participant', 44, 60), ('Participant', 15, 19), ('Participant', 71, 73), ('Object', 105, 111), ('Participant', 88, 90), ('RES', 103, 105), ('Object', 33, 37), ('RES', 98, 100), ('Location', 100, 102), ('Participant', 77, 79), ('Participant', 83, 87), ('Participant', 91, 96), ('Participant', 21, 30), ('RES', 31, 33), ('Participant', 68, 70), ('Participant', 80, 82), ('Time', 0, 3), ('RES', 66, 68), ('RES', 19, 21)]
据了解，起火建筑为一栋6层砖混结构居民住宅，主要燃烧物质为客厅内家具和杂物。	[('FIRE', 4, 8), ('Location', 9, 21), ('Object', 35, 37), ('FIRE', 22, 28), ('Location', 29, 32), ('Object', 32, 34)]
2018年6月1日上午10时10分左右，潮安区古巷镇枫洋三村围顶一厂房在扩建过程中外墙脚手架发生坍塌，上午10时19分，消防部门出动了特勤中队多功能城市主战消防车和一辆抢险救援车8名指战员到场处置。	[('RES', 64, 66), ('Object', 67, 81), ('Participant', 89, 94), ('Object', 41, 46), ('BUILD', 48, 50), ('Participant', 60, 64), ('Location', 20, 35), ('Object', 82, 89), ('Time', 51, 59), ('Time', 0, 19)]
2018年4月2日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
2018年7月25日19时20分左右，六安市霍邱县境内一矿业有限公司井下作业发生顶板冒落事故，造成2名施工人员失踪。	[('COAL', 40, 46), ('CAS', 55, 57), ('Location', 19, 38), ('Participant', 49, 55), ('Time', 0, 18)]
目前，1名获救伤员正在医院接受治疗。	[('RES', 15, 17), ('Time', 0, 2), ('Location', 11, 13), ('Participant', 3, 9)]
2名矿工伤势较重，现已恢复清醒，生命体征正常，病情平稳，正在全力康复治疗；	[('CAS', 4, 8), ('RES', 34, 36), ('Participant', 0, 4)]
目前，相关部门正在现场继续采取措施进行处理，以防火情复燃，并开展火灾原因勘察。	[('Object', 15, 17), ('MAN', 30, 32), ('Location', 9, 11), ('MAN', 13, 15), ('Object', 32, 38), ('Participant', 3, 7), ('Time', 0, 2)]
火灾发生后，25部消防车180多名消防员，8名省市医疗机构专家前往增援。	[('Time', 0, 5), ('Participant', 12, 20), ('Participant', 21, 31), ('RES', 31, 35), ('Object', 6, 12)]
目前受伤人员正在医院救治，起火原因仍在调查中。	[('Location', 8, 10), ('Participant', 2, 6), ('Object', 13, 17), ('RES', 10, 12), ('Time', 0, 2), ('MAN', 19, 21)]
12月18日8时整，13名失联者已全部出井。	[('Participant', 10, 16), ('Time', 0, 9), ('RES', 19, 21)]
16时20分，4人经抢救无效死亡。	[('CAS', 14, 16), ('Time', 0, 6), ('Participant', 7, 9), ('RES', 10, 12)]
8月4日，山西省应急管理厅（山西省地方煤矿安全监督管理局）发布通知，2022年8月3日，山西潞安集团蒲县新良友煤业有限公司发生一起安全事故，致1人死亡。	[('Time', 0, 4), ('Participant', 71, 73), ('CAS', 73, 75), ('Location', 44, 61), ('MAN', 29, 31), ('Object', 31, 33), ('Participant', 5, 13), ('COAL', 65, 69), ('Time', 34, 43)]
2018年12月27日报道。	[('Time', 0, 11), ('MAN', 11, 13)]
2020年1月4日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
2022年1月8日0时27分，消防部门接到报警：	[('Time', 0, 14), ('RES', 19, 23), ('Participant', 15, 19)]
该起火建筑为一栋三层老式砖木结构住宅楼，其中第三层全部过火，部分屋顶坍塌。	[('FIRE', 25, 29), ('Location', 6, 19), ('FIRE', 1, 5), ('Object', 30, 34), ('FIRE', 34, 36), ('Location', 22, 25)]
2020年11月12日报道。	[('Time', 0, 11), ('MAN', 11, 13)]
事故的原因正在进一步调查之中。	[('Object', 0, 5), ('MAN', 10, 12)]
2018年1月22日18时15分左右，河北省沧州市运河区小王庄镇白庄子村北一存放粉煤灰的仓库发生煤灰堆侧倾，导致仓库南墙坍塌，砸压并覆盖南侧沧州丽日蓝天环保科技有限公司房屋，3名人员被困。	[('BUILD', 60, 62), ('Time', 0, 18), ('Object', 56, 60), ('BUILD', 51, 53), ('Participant', 87, 91), ('Location', 19, 46), ('Location', 68, 86), ('BUILD', 91, 93), ('Object', 48, 51), ('BUILD', 63, 68)]
经初步调查，房屋倒塌原因系疑似居民自用液化气罐泄露燃爆造成。	[('Object', 6, 12), ('BUILD', 23, 27), ('Object', 15, 23), ('MAN', 1, 5)]
事故原因正在调查中。	[('MAN', 6, 8), ('Object', 0, 4)]
范某某，女，54岁，宋某某母亲，轻伤；	[('Participant', 10, 15), ('CAS', 16, 18)]
2018年4月6日凌晨4时许，广西柳州三江侗族自治县八江镇布代村孟田屯突发寨火，火灾致2人遇难2人受伤，共20户84人受灾，20栋房屋被损毁。	[('Object', 62, 67), ('Participant', 43, 45), ('Location', 15, 35), ('Participant', 53, 59), ('CAS', 45, 47), ('Time', 0, 14), ('LOSS', 68, 70), ('CAS', 49, 51), ('Participant', 47, 49), ('FIRE', 37, 39), ('CAS', 59, 61)]
事故发生后，河北省、保定市和白沟新城管委会领导高度重视，立即启动应急预案，第一时间赶赴现场组织开展救援处置及事故调查工作。	[('Object', 49, 53), ('Location', 43, 45), ('Time', 0, 5), ('Participant', 6, 23), ('RES', 41, 43), ('Object', 54, 60), ('RES', 30, 32), ('Object', 32, 36), ('RES', 45, 49)]
临安区青山湖街道越秀星汇城30幢1单元901室（房屋结构为四室两厅）发生火警。	[('FIRE', 36, 38), ('Location', 0, 23)]
2020年11月4日13时15分，陕西省铜川市印台区铜川乔子梁煤业有限公司发生煤矿事故，当班入井42人，安全升井34人，8人失联。	[('COAL', 39, 43), ('CAS', 62, 64), ('Time', 0, 16), ('Location', 17, 37), ('Participant', 56, 59), ('RES', 52, 56), ('Participant', 60, 62)]
目前，透水事故原因调查和善后工作正在进行中。	[('Object', 12, 16), ('Time', 0, 2), ('MAN', 18, 20), ('Object', 3, 11)]
晚上8点30分，明火已完全扑灭，现场有消防水枪持续对事故区域进行喷水降温，空气中仍可以闻到刺鼻的味道。	[('Object', 8, 10), ('Location', 26, 30), ('RES', 32, 36), ('Object', 19, 23), ('Time', 0, 7), ('RES', 13, 15)]
2020年5月18日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2022年4月8日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
2023年1月16日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
车祸发生后，颍上县医疗卫生部门迅速展开救援行动，4名伤者入院治疗，1名在颍上县人民医院骨科接受治疗，另外3名在阜阳市第一人民医院接受治疗，其中1名轻微伤者已经出院。	[('Time', 0, 5), ('Participant', 71, 77), ('Object', 19, 23), ('RES', 66, 68), ('Location', 6, 15), ('RES', 17, 19), ('RES', 47, 49), ('Participant', 33, 35), ('Participant', 24, 28), ('RES', 28, 32), ('Location', 55, 64), ('RES', 79, 81), ('Location', 36, 45), ('Participant', 52, 54)]
2020年1月14日13时43分，广东珠海消防救援支队接警称，珠海长炼化工厂发生爆炸，支队立即调派40辆消防车200名指战员到场处置，广东省消防救援总队调度广州、佛山、江门、中山消防救援支队和总队特勤大队5支力量增援现场，截至目前，暂无人员伤亡。	[('RES', 62, 66), ('Time', 113, 115), ('Participant', 67, 76), ('Participant', 55, 62), ('RES', 76, 78), ('Location', 31, 38), ('CHEM', 40, 42), ('RES', 47, 49), ('Time', 0, 16), ('Participant', 17, 27), ('RES', 106, 108), ('Participant', 43, 45), ('CAS', 120, 122), ('Object', 49, 55), ('Participant', 116, 120), ('Location', 108, 110), ('RES', 27, 29), ('Participant', 78, 106)]
据悉，火灾现场过火面积约300平米，失火仓库内化工原料易燃、低毒。	[('Location', 3, 7), ('LOSS', 7, 11), ('Object', 11, 17)]
截至20日5时30分，医院共接诊78人，其中，1人伤势较重经抢救无效死亡，12人住院治疗，轻伤留院观察52人，所有住院及留院观察伤者生命体征稳定，13人轻伤经清创治疗后出院。	[('RES', 40, 44), ('CAS', 34, 36), ('Participant', 73, 76), ('RES', 30, 32), ('Participant', 16, 19), ('Participant', 23, 25), ('CAS', 25, 29), ('Participant', 51, 54), ('CAS', 45, 47), ('CAS', 66, 72), ('RES', 47, 51), ('Participant', 55, 66), ('RES', 84, 86), ('RES', 14, 16), ('Participant', 37, 40), ('Time', 2, 10), ('Location', 11, 13), ('CAS', 76, 78)]
2018年10月15日11时45分，重庆恒宇矿业有限公司梨园坝煤矿发生爆炸，当时工人正对井口进行第二次封闭作业，爆炸致使井口作业的工人中5人死亡4人受伤。	[('CAS', 74, 76), ('Participant', 68, 70), ('Location', 18, 33), ('CAS', 70, 72), ('Participant', 72, 74), ('COAL', 35, 37), ('Time', 0, 17)]
目前，石家庄市环保局的应急监测车辆也已进入厂区，据悉将会对周边环境是否造成影响进行监测。	[('Location', 29, 33), ('Location', 21, 23), ('MAN', 19, 21), ('Object', 3, 17), ('MAN', 41, 43), ('Time', 0, 2)]
事故造成8人死亡，1名消防员因公殉职。	[('Participant', 4, 6), ('CAS', 16, 18), ('Participant', 9, 14), ('CAS', 6, 8)]
经消防部门全力扑救，火情已经扑灭，现场发现5具遗体，事故原因有关部门正在进行调查。	[('Location', 17, 19), ('Participant', 21, 23), ('RES', 14, 16), ('CAS', 23, 25), ('RES', 7, 9), ('Participant', 1, 5), ('Object', 10, 12), ('Object', 26, 30), ('MAN', 38, 40), ('Participant', 30, 34)]
2018年3月4日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
辽宁省大连市甘井子区应急管理局20日通报，经调查，2022年1月19日甘井子区千山心城小区77号楼居民住宅发生火灾，起火原因系住宅内长明酥油灯引燃灯架装饰物，扑救不当进而引燃沙发、衣物及泡沫地垫等可燃物。	[('FIRE', 55, 57), ('Location', 35, 53), ('Object', 87, 101), ('Object', 64, 71), ('Time', 15, 18), ('FIRE', 71, 73), ('Object', 73, 78), ('Participant', 0, 15), ('FIRE', 85, 87), ('MAN', 18, 20), ('Time', 25, 35)]
截至目前，事故共造成5人死亡，事故原因正在调查中，善后工作也在有序展开。	[('Participant', 10, 12), ('MAN', 21, 23), ('Object', 25, 29), ('CAS', 12, 14), ('Time', 2, 4), ('MAN', 33, 35), ('Object', 15, 19)]
消防指战员于10时42分，将西侧1名受伤人员抬出，移送120医护人员进一步救治。	[('Participant', 16, 22), ('Time', 6, 12), ('RES', 37, 39), ('RES', 22, 24), ('Location', 14, 16), ('Participant', 27, 34), ('Participant', 0, 5)]
目前，伤者已被送往医院救治，现场搜救工作仍在进行中。	[('Object', 16, 20), ('Location', 14, 16), ('Participant', 3, 5), ('RES', 11, 13), ('RES', 22, 24), ('RES', 7, 9), ('Time', 0, 2), ('Location', 9, 11)]
2019年8月1日报道。	[('MAN', 9, 11), ('Time', 0, 9)]
事故造成26人死亡，28人受伤（其中5人重伤），2名司机已被控制。	[('CAS', 7, 9), ('Participant', 4, 7), ('CAS', 20, 22), ('Participant', 16, 20), ('CAS', 13, 15), ('Participant', 10, 13), ('Participant', 24, 28), ('MAN', 30, 32)]
万宁市消防救援大队随即派出消防救援力量前往现场开展灭火救援。	[('RES', 11, 13), ('RES', 19, 21), ('Object', 25, 29), ('Time', 9, 11), ('Participant', 13, 19), ('RES', 23, 25), ('Participant', 0, 9), ('Location', 21, 23)]
2022年11月22日报道。	[('MAN', 11, 13), ('Time', 0, 11)]
经初步调查，火灾系小孩玩火所致。	[('FIRE', 11, 13), ('Participant', 9, 11)]
据了解，现场为3层简易钢结构厂房，燃烧物质主要为钢材、木板、橡胶、塑料、机油等。	[('Object', 36, 39), ('Object', 33, 35), ('FIRE', 17, 21), ('Object', 30, 32), ('Object', 24, 26), ('Object', 27, 29), ('Location', 4, 6)]
2022年4月19日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
经现场核实，火灾共造成19栋房屋被烧毁，4人不幸遇难。	[('Participant', 20, 22), ('LOSS', 17, 19), ('Object', 11, 16), ('CAS', 24, 26)]
6月4日下午，山西煤矿安全监察局晋城监察分局组织晋城市公安局、总工会、应急管理局等部门组成事故调查组，并邀请晋城市监察委员会派员参加，对该起事故进行调查。	[('Participant', 31, 34), ('MAN', 62, 66), ('Participant', 35, 43), ('Participant', 24, 30), ('Participant', 45, 50), ('Object', 70, 72), ('Participant', 7, 22), ('Time', 0, 6), ('MAN', 74, 76), ('MAN', 43, 45), ('Participant', 54, 62)]
现场清理和善后工作正有序推进。	[('Object', 0, 4), ('Object', 5, 9), ('MAN', 12, 14)]
大火发生后，附近3个村寨近600名村民赶来帮忙救火。	[('RES', 23, 25), ('Location', 6, 12), ('Participant', 12, 19), ('RES', 19, 21), ('Time', 0, 5)]
2022年5月9日22时40分许，富源县老厂镇大山脚煤矿发生透水事故。	[('Time', 0, 16), ('COAL', 30, 34), ('Location', 17, 28)]
事故发生后，市、县政府立即启动应急响应，应急、消防、公安、交通、卫健等有关部门迅速赶赴现场进行处置。	[('Participant', 20, 39), ('Location', 43, 45), ('Time', 0, 5), ('RES', 41, 43), ('Participant', 6, 11), ('Object', 15, 19), ('RES', 13, 15)]
事故发生后六安市和霍邱矿区应急中心在专家指导下紧急施救，2名失踪人员于26日凌晨1时45分被救出并升井，经现场医护人员确认2人均已死亡。	[('RES', 49, 51), ('Participant', 53, 59), ('RES', 46, 48), ('Participant', 18, 20), ('Time', 0, 5), ('RES', 20, 22), ('Participant', 28, 34), ('Participant', 61, 63), ('Time', 35, 45), ('CAS', 65, 67), ('RES', 59, 61), ('Participant', 5, 17), ('RES', 25, 27)]
目前，一名伤者已转移至医院治疗，暂无生命危险。	[('RES', 13, 15), ('RES', 8, 10), ('Time', 0, 2), ('Location', 11, 13), ('Participant', 3, 7)]
10月28日0时50分救援指挥部接井下报告，3#联络巷贯通点向下25米处，新发现1名被困人员，已无生命迹象。	[('RES', 16, 21), ('Location', 22, 36), ('CAS', 48, 53), ('RES', 38, 40), ('Participant', 11, 16), ('Time', 0, 11), ('Participant', 40, 46)]
截至11时30分，火势已基本被控制。	[('Object', 9, 11), ('Time', 2, 8), ('RES', 12, 17)]
目前1人受伤，已送医救治；	[('CAS', 4, 6), ('Participant', 2, 4), ('Time', 0, 2), ('RES', 8, 12)]
8时许，火势得到控制，明火熄灭。	[('Object', 4, 6), ('Time', 0, 3), ('RES', 8, 10), ('RES', 13, 15), ('Object', 11, 13)]
2018年1月24日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
事故发生后，同煤集团立即启动应急预案，成立抢险救援指挥部。	[('Participant', 6, 10), ('RES', 12, 14), ('Time', 0, 5), ('Object', 14, 18), ('Participant', 21, 28), ('RES', 19, 21)]
国家应急管理部也派出工作组指导救援。	[('RES', 13, 17), ('RES', 8, 10), ('Participant', 0, 7), ('Participant', 10, 13)]
事故共造成7人死亡，4人受伤。	[('CAS', 7, 9), ('Participant', 5, 7), ('CAS', 12, 14), ('Participant', 10, 12)]
应急管理部派出由部党委委员、消防救援局局长琼色带队的工作组赶赴现场指导处置。	[('RES', 33, 37), ('RES', 5, 7), ('RES', 29, 31), ('Location', 31, 33), ('Participant', 8, 29), ('Participant', 0, 5)]
目前造成2人死亡、2人受伤（伤者无生命危险）及车辆损坏。	[('Participant', 4, 6), ('Object', 23, 25), ('Participant', 9, 11), ('LOSS', 25, 27), ('CAS', 11, 13), ('CAS', 6, 8), ('Time', 0, 2)]
警方和相关部门立即前往救援。	[('Time', 7, 9), ('RES', 9, 13), ('Participant', 0, 7)]
2020年8月9日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
针对此次事件，武进区表示，将认真调查事故原因并在全区范围内进一步开展安全生产大检查，举一反三，消除安全隐患，确保安全生产。	[('Object', 18, 22), ('MAN', 16, 18), ('MAN', 32, 34), ('Object', 34, 41), ('Participant', 7, 10)]
2021年2月19日下午，山西省长治市黎城县古城大街玉生池澡堂发生一起火灾事故，造成5人死亡、1人受伤。	[('Participant', 42, 44), ('FIRE', 35, 37), ('CAS', 44, 46), ('Participant', 47, 49), ('Time', 0, 12), ('Location', 13, 31), ('CAS', 49, 51)]
随后，煤矿人员佩戴自救器立即对4人展开救援。	[('Participant', 3, 7), ('RES', 19, 21), ('Time', 0, 2), ('Participant', 15, 17)]
三是立即调集省消防救援总队、瓮福危化救援队、开磷危化救援队赶赴现场；	[('Participant', 6, 13), ('RES', 29, 31), ('RES', 4, 6), ('Location', 31, 33), ('Participant', 22, 29), ('Participant', 14, 21)]
2018年6月29日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2022年11月18日19点14分，位于大亚湾西区比亚迪三期F6厂房发生火情。	[('Time', 0, 17), ('FIRE', 36, 38), ('Location', 20, 34)]
事故中被困5人已全部找到，其中3人已无生命特征，其余2人已送医救治，暂无生命危险。	[('CAS', 18, 23), ('Participant', 3, 7), ('RES', 29, 33), ('Participant', 26, 28), ('Participant', 15, 17), ('RES', 10, 12)]
2020年10月25日凌晨，常州市武进区南夏墅街道一商铺发生火灾，致5人死亡，2人受伤。	[('Participant', 39, 41), ('Participant', 34, 36), ('FIRE', 30, 32), ('CAS', 41, 43), ('CAS', 36, 38), ('Location', 14, 28), ('Time', 0, 13)]
目前，救援工作基本结束，善后工作有序开展，事故原因正在进一步调查中。	[('MAN', 30, 32), ('Object', 3, 7), ('RES', 9, 11), ('Object', 21, 25), ('Object', 12, 16), ('Time', 0, 2), ('MAN', 18, 20)]
目前，7名受伤人员已及时送往医院治疗，均伤情不重，没有生命危险，相关善后工作仍在进行中。	[('Location', 14, 16), ('CAS', 20, 24), ('RES', 16, 18), ('Object', 32, 38), ('RES', 12, 14), ('Participant', 3, 9), ('Time', 0, 2), ('MAN', 40, 42)]
2020年12月19日6时47分许广德市境内G233线柏垫段1856公里+400米处，发生一起轻型货车与重型栏板车碰撞道路交通事故，造成2人当场死亡、2人经抢救无效后死亡，事故原因调查和善后处置工作正在进行中。	[('TRA', 57, 59), ('Location', 17, 42), ('RES', 78, 80), ('Object', 93, 99), ('Participant', 68, 70), ('Object', 52, 57), ('Time', 0, 17), ('MAN', 101, 103), ('Participant', 75, 77), ('CAS', 72, 74), ('Object', 86, 92), ('CAS', 83, 85), ('Object', 47, 51), ('Location', 70, 72)]
2018年7月4日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
事故造成17人死亡、3人受伤，企业法人已被控制。	[('Participant', 15, 19), ('CAS', 7, 9), ('CAS', 12, 14), ('Participant', 10, 12), ('Participant', 4, 7), ('MAN', 21, 23)]
目前，事故调查组已成立，善后工作正在有序开展。	[('MAN', 9, 11), ('MAN', 20, 22), ('Object', 12, 16), ('Time', 0, 2), ('Participant', 3, 8)]
2023年2月23日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
事故造成3人遇难，9人受伤。	[('Participant', 4, 6), ('Participant', 9, 11), ('CAS', 6, 8), ('CAS', 11, 13)]
事故发生后，仙桃市主要领导组织公安、消防、应急、环保、卫健等部门开展处置，湖北省消防总队江汉支队、武汉支队18车82名消防队员在现场救援。	[('Participant', 56, 63), ('Participant', 6, 13), ('Object', 53, 56), ('Participant', 49, 53), ('Time', 0, 5), ('RES', 13, 15), ('RES', 32, 36), ('Participant', 37, 48), ('Location', 64, 66), ('RES', 66, 68), ('Participant', 15, 32)]
7名被困人员被救出后，送往市一医院救治。	[('RES', 17, 19), ('Participant', 0, 6), ('RES', 11, 13), ('RES', 7, 9), ('Location', 13, 17)]
2018年11月28日报道。	[('MAN', 11, 13), ('Time', 0, 11)]
截至晚9：30，明火已被扑灭，目前正在调查事故原因。	[('Object', 8, 10), ('Time', 2, 7), ('Time', 15, 17), ('Object', 21, 25), ('RES', 12, 14), ('MAN', 19, 21)]
2020年7月12日上午，卓越新能源有限公司因爆炸起火，着火面积约3900平方米。	[('Object', 32, 40), ('LOSS', 28, 32), ('FIRE', 23, 27), ('Time', 0, 12), ('Location', 13, 22)]
2021年8月27日16时许，金普新区凯旋国际大厦发生火情。	[('FIRE', 27, 29), ('Time', 0, 14), ('Location', 15, 25)]
事故发生后，山西省政府和国家矿山安全监察局主要领导作出批示，山西省应急厅、山西煤监局、晋中市和左权县两级政府、华阳集团领导第一时间赶赴现场，组织救援。	[('Participant', 55, 61), ('Time', 0, 5), ('Participant', 30, 36), ('RES', 27, 29), ('Location', 67, 69), ('RES', 65, 67), ('RES', 70, 74), ('Participant', 37, 42), ('Participant', 43, 54), ('Participant', 6, 25)]
2018年8月6日上午9点40分左右，位于常州礼嘉镇的常州市嘉润水处理有限公司发生废酸储罐泄漏。	[('Location', 21, 39), ('CHEM', 45, 47), ('Time', 0, 18), ('Object', 41, 45)]
2018年7月31日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
12时22分，西侧入口往东一米处第二名被埋压人员被救出。	[('Time', 0, 6), ('RES', 25, 27), ('Participant', 7, 16), ('Participant', 16, 24)]
长乐区委、区政府主要领导第一时间到达现场，公安刑侦、消防正在开展起火原因调查。	[('MAN', 16, 18), ('MAN', 30, 32), ('Participant', 21, 25), ('Object', 32, 38), ('Participant', 0, 12), ('Location', 18, 20), ('Participant', 26, 28)]
事故中，小客车驾驶员、电动两轮车骑车人和行人3人死亡。	[('CAS', 24, 26), ('Participant', 5, 24)]
但经现场120急救人员确认，其中1人已经没有生命迹象。	[('Location', 2, 4), ('CAS', 20, 26), ('Participant', 4, 11), ('Participant', 16, 18), ('RES', 11, 13)]
目前，事故现场已撤除，道路已恢复通行，事故原因正在调查处理中。	[('Object', 11, 13), ('MAN', 14, 18), ('Location', 3, 7), ('Object', 19, 23), ('MAN', 8, 10), ('MAN', 25, 29), ('Time', 0, 2)]
同行人员未正确佩戴防护措施进行施救，造成伤亡扩大。	[('Object', 9, 13), ('CAS', 20, 22), ('Participant', 0, 4), ('CHEM', 4, 9)]
2018年8月3日报道。	[('MAN', 9, 11), ('Time', 0, 9)]
接到报警后，百色市消防救援支队指挥中心调派45名消防指战员紧急赶赴现场救援。	[('Time', 0, 5), ('Location', 33, 35), ('RES', 31, 33), ('Participant', 6, 19), ('RES', 19, 21), ('Participant', 21, 29)]
2018年7月27日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
火灾发生后，公安、消防、120等迅速赶赴现场抢救伤员和扑救火灾，凌晨4时30分火灾得到控制，5时30分火灾被扑灭。	[('Object', 29, 31), ('Time', 32, 39), ('Participant', 12, 16), ('Time', 0, 5), ('Object', 39, 41), ('RES', 27, 29), ('Time', 46, 51), ('Location', 20, 22), ('RES', 18, 20), ('Participant', 6, 8), ('RES', 43, 45), ('RES', 54, 56), ('Participant', 9, 11), ('RES', 22, 24), ('Participant', 24, 26), ('Object', 51, 53)]
因事发基坑塌方严重，3名施工人员埋压位置较深无法确定具体位置，基坑周围泥土随时会出现二次塌方。	[('RES', 22, 26), ('Location', 1, 5), ('Location', 10, 20), ('BUILD', 5, 9)]
2020年4月10日下午6点左右，在安徽合肥肥西县森林大道甲塘社区附近发生一起交通事故。	[('Location', 18, 35), ('Time', 0, 16), ('TRA', 39, 43)]
